ENV,CLUSTER,LPAR,PHYSICAL_LPAR,PHYSICAL_IP,SLICES,VLAN_ID,SAP_INSTANCES,ABAP_INSTANCES,JAVA_INSTANCES,SAP_HOSTNAMES,JAVA_HOSTNAMES,DATABASES
dcp,legpgn01,dcpaix21677771,dcppwr21175821,10.141.65.55,200,149,,,SMDA51 SMDA40 SMDA52,,linapprd4300 linapprd4400 linapprd4100,
dcp,legpgn01,dcpaix21677771,dcppwr21175821,10.141.65.55,200,149,,,SMDA51 SMDA40 SMDA52,,linapprd4300 linapprd4400 linapprd4100,
dcp,legdgn01,dcpaix21578999,dcppwr21402010,10.141.64.248,25,149,,,SMDA93 SMDA83,,lindbgd81800c4 lindbgq82800c4,GD8 GQ8
dcp,legdgn01,dcpaix21578623,dcppwr21175815,10.141.64.237,27,149,,DVEBMGS18 DVEBMGS28,SMDA81 SMDA96,lincigd81800 lincigq82800,lincigq82800 lincigd81800,
dcp,legpgn01,dcpaix21674784,dcppwr21402621,10.141.64.228,12,149,,,SMDA88,,lindbgp84800c4,GP8
dcp,legpgn01,dcpaix21678066,dcppwr21175796,10.141.65.87,24,149,,DVEBMGS48,SMDA87,lincigp84800,lincigp84800,
dcp,legpgn01,dcpaix21675091,dcppwr21402621,10.141.64.233,12,149,,,SMDA21,,lindbzp28600c4, ZP2
dcp,legpgn01,dcpaix21678051,dcppwr21175796,10.141.65.90,12,149,,DVEBMGS86,SMDA28,lincizp28600,lincizp28600,
dcp,legpgn01,dcpaix21674830,dcppwr21402621,10.141.64.78,100,149,,,SMDA39,,lindbp2e6900c4,#NAME?
dcp,legpgn01,dcpaix21677935,dcppwr21175796,10.141.65.102,120,149,,DVEBMGS69,SMDA85 SMDA58,lincip2e6900,lincip2e6900 linapp2e7700,
dcp,legpgn01,dcpaix21677935,dcppwr21175796,10.141.65.102,120,149,,DVEBMGS69,SMDA85 SMDA58,lincip2e6900,lincip2e6900 linapp2e7700,
dcp,legpgn01,dcpaix21678048,dcppwr21175796,10.141.65.93,60,149,,,SMDA59,,linapp2e7000,
dcp,legpgn01,dcpaix21703789,dcppwr21402010,10.141.65.53,130,149,,,SMDA33,,lindbp9b1900c4, P9B
dcp,legpgn01,dcpaix21701794,dcppwr21175818,10.141.65.71,161,149,,DVEBMGS19,SMDA73,lincip9b1900,lincip9b1900,
dcp,legpgn01,dcpaix21703025,dcppwr21402010,10.141.65.119,112,149,,,SMDA34,,lindbp8b5500c4,P8B
dcp,legpgn01,dcpaix21700956,dcppwr21175818,10.141.65.99,110,149,,DVEBMGS55,SMDA82,lincip8b5500,lincip8b5500,
dcp,legpgn01,dcpaix21703037,dcppwr21402010,10.141.65.47,87,149,,,SMDA25,,lindbbwp7000c4,BWP
dcp,legpgn01,dcpaix21702579,dcppwr21175818,10.141.65.69,87,149,BWP,DVEBMGS70,,lincibwp7000,,
dcp,legpgn01,dcpaix21763134,dcppwr21175793,10.141.65.152,12,149,,,,,, PGV
dcp,legpgn01,dcpaix21764063,dcppwr21175802,10.141.65.169,12,149,PGV,DVEBMGS80,,lincipgv8000,,
dcp,legpgn01,dcpaix21763124,dcppwr21175793,10.141.65.147,109,149,,,SMDA96,,lindbp1b3700c4,P1B
dcp,legpgn01,dcpaix21763100,dcppwr21175793,10.141.65.156,112,149,,,SMDA96,,lindbpcb9800c4,#NAME?
dcp,legpgn01,dcpaix21764078,dcppwr21175802,10.141.65.158,160,149,,DVEBMGS98,SMDA71,lincipcb9800,lincipcb9800,
dcp,legpgn01,dcpaix21764051,dcppwr21175802,10.141.65.160,132,149,,DVEBMGS37,SMDA74,lincip1b3700,lincip1b3700,
dcp,legpgn01,dcpaix21797475,dcppwr21656281,10.141.65.150,23,149,,SCS33,SMDA74 JC34,linjigpf3400,linjigpf3400 linjigpf3400,
dcp,legpgn01,dcpaix21797454,dcppwr21656281,10.141.65.163,23,149,,,J35,,linjigpf3500,
dcp,legpgn01,dcpaix21798723,dcppwr21175793,10.141.65.186,15,149,,,,,,GPF
dcp,legpgn01,dcpaix21798448,dcppwr21695550,10.141.65.165,382,149,,,SMDA71,,lindbgpb6100c4, GPB
dcp,legpgn01,dcpaix21798795,dcppwr21175812,10.141.65.217,263,149,,SCS84 DVEBMGS61,SMDA82,lincigpb6100 lincigpb6100,lincigpb6100,
